text,domain,intent
i want to book a restaurant for a year from now in maine ,inscope,BookRestaurant
play 1958 by wayne petti,inscope,PlayMusic
i want to put this song in my new boots playlist,inscope,AddToPlaylist
how is weather here,inscope,GetWeather
play me a 1990 sound track,inscope,PlayMusic
play a 1998 sound track  from sam the kid on last fm,inscope,PlayMusic
is it hotter close by waubay,inscope,GetWeather
add this artist to romántica,inscope,AddToPlaylist
where is bernardsville,inscope,GetWeather
book a table at a restaurant within the same area as the octagon  christchurch in allentown,inscope,BookRestaurant
find me the movie times for the marcus corporation,inscope,SearchScreeningEvent
add another song to daphne s retrowave outrun playlist  ,inscope,AddToPlaylist
i d like to watch bound for glory at the closest movie theatre at 21:41:08,inscope,SearchScreeningEvent
book a brasserie for me and my team at four am,inscope,BookRestaurant
the amityville: the evil escapes chronicle is only a 1 out of 6  ,inscope,RateBook
show me the movie schedules for movies playing around here today ,inscope,SearchScreeningEvent
can you play some andrew cash music on slacker,inscope,PlayMusic
when is barbary coast playing,inscope,SearchScreeningEvent
what s the weather going to be like here at ten am,inscope,GetWeather
play shinehead s music from the twenties on slacker ,inscope,PlayMusic
find me the documentary a winter of cyclists,inscope,SearchCreativeWork
table for 6 at a bar,inscope,BookRestaurant
is there a better bus route i should be taking,oos,oos
rate company for gertrude 4 of 6,inscope,RateBook
want to watch the tv show treeful of starling,inscope,SearchCreativeWork
will it be rainy at 8 in dans mountain state park,inscope,GetWeather
rate this textbook only three points,inscope,RateBook
find a book called the mad magician,inscope,SearchCreativeWork
show movie times at megaplex theatres,inscope,SearchScreeningEvent
book me a table at the goof for a party of eight in the state of nv,inscope,BookRestaurant
will it be chilly in fiji at ten pm,inscope,GetWeather
find head start,inscope,SearchCreativeWork
rate this book 2 of 6 points,inscope,RateBook
what is the weather like within walking distance of the bothwell lodge state historic site,inscope,GetWeather
is it freezing at jasmund national park,inscope,GetWeather
give 0 out of 6 stars to this album,inscope,RateBook
give five out of 6 stars to the arrows of hercules,inscope,RateBook
can you find me the spectres television show,inscope,SearchCreativeWork
search for the picture boomtown,inscope,SearchCreativeWork
find the schedule for screen souvenirs at cinemark theatres ,inscope,SearchScreeningEvent
give the current series a one ,inscope,RateBook
plpay my disco fever playlist ,inscope,PlayMusic
what is the weather forecast for new mexico,inscope,GetWeather
i need to hear a thirties soundtrack,inscope,PlayMusic
find me recorder and randsell,inscope,SearchCreativeWork
is it cloudy in vermont on 06:30:26 pm,inscope,GetWeather
find a painting called mister whiskers: my favourite nursery rhymes,inscope,SearchCreativeWork
give life: a natural history of the first four billion years of life on earth 1 points out of 6,inscope,RateBook
can my grace period be extended any possible way,oos,oos
add testifying to  donna s tokyo rising palylist,inscope,AddToPlaylist
i give the next novel two stars,inscope,RateBook
i m rating the skystone with three points,inscope,RateBook
i d give the jewel in the crown saga four of 6 stars,inscope,RateBook
looking for novel build engine,inscope,SearchCreativeWork
find a painting called the book of folly ,inscope,SearchCreativeWork
i want to see the trailer amor puro,inscope,SearchCreativeWork
rate the desert column 3 out of 6 ,inscope,RateBook
find a trailer for pesterminator: the western exterminator,inscope,SearchCreativeWork
forecast for morse shores kansas,inscope,GetWeather
rate hunting and gathering a two,inscope,RateBook
find a credit mentoring service number for me please,oos,oos
weather at breakfast in montana,inscope,GetWeather
add an album by cowboy troy to my piano in the background playlist ,inscope,AddToPlaylist
i d give this essay a three of 6,inscope,RateBook
is it supposed to be windy in me on june the 14th  2024,inscope,GetWeather
i want to watch the show food force,inscope,SearchCreativeWork
is love coach playing at speakeasy theaters,inscope,SearchScreeningEvent
book a table for iris  ina and heidi around 9 pm ,inscope,BookRestaurant
add the beatles tune yesterday to my playlist  the southern highway chronicles,inscope,AddToPlaylist
give the racing the rain saga zero stars,inscope,RateBook
book me a reservation for fatty crew in 13 weeks in haskell,inscope,BookRestaurant
use pandora to play music from maki onaga from the album made in the nineties,inscope,PlayMusic
search for informix wingz,inscope,SearchCreativeWork
play pandora tunes from the fourties,inscope,PlayMusic
play top-50 eighties theme from alain caron,inscope,PlayMusic
rate the current book zero of 6,inscope,RateBook
is it going to rain in kansas by march 4,inscope,GetWeather
book a restaurant not far from municipal borough of ealing for today,inscope,BookRestaurant
how is the weather in mount olivet,inscope,GetWeather
rate this textbook 1 stars,inscope,RateBook
what person is the heaviest ever recorded,oos,oos
which films are playing at the closest cinema,inscope,SearchScreeningEvent
play a soundtrack by mike hindert on spotify ,inscope,PlayMusic
where can i read the book the omega stone,inscope,SearchCreativeWork
will there be a blizzard in woodmere,inscope,GetWeather
call an uber to take me to the closest grocery store,oos,oos
add this artist to my morning rhythm playlist,inscope,AddToPlaylist
book me a table for a party of eight in germany ,inscope,BookRestaurant
what will it feel like on patriot s day on south georgia and the south sandwich islands,inscope,GetWeather
give 1 out of 6 points to revolution world,inscope,RateBook
where is the nearest cinema playing rainbow eyes that starts in one minute,inscope,SearchScreeningEvent
can you look at when the next iphone is due out,oos,oos
add jermaine fagan to spring music,inscope,AddToPlaylist
find time for all about hash,inscope,SearchScreeningEvent
show the movie move any mountain,inscope,SearchCreativeWork
put words on the paper about what you want,oos,oos
add satisfied to my rockin  vibes playlist,inscope,AddToPlaylist
book a restaurant that serves bouchée for midnight ,inscope,BookRestaurant
rate the current essay four out of 6 ,inscope,RateBook
rate this essay two points out of 6,inscope,RateBook
i give the current textbook 0 of 6 points,inscope,RateBook
what animated movies are playing now in the neighborhood ,inscope,SearchScreeningEvent
i m looking to book a table at a gastropub that serves vegetarian for me and my team,inscope,BookRestaurant
give five stars to the general saga,inscope,RateBook
what time is the grey zone playing,inscope,SearchScreeningEvent
i give this album a 0 of 6 stars,inscope,RateBook
find me third man on the mountain at a cinema,inscope,SearchScreeningEvent
book a table for cherie and josephine in indonesia,inscope,BookRestaurant
what is the forecast in mer rouge and palestine,inscope,GetWeather
give this chronicle 4 stars ,inscope,RateBook
i want to take me and my momy to eat in flossmoor,inscope,BookRestaurant
show game alien breed ii - the horror continues,inscope,SearchCreativeWork
add all together now to my playlist the road to punk rock ,inscope,AddToPlaylist
add a tune to patrica s playlist  the rhythm,inscope,AddToPlaylist
when is bless the child playing at the movie theatre,inscope,SearchScreeningEvent
i want to go to the freight house in gabon,inscope,BookRestaurant
could you please show me movie schedules,inscope,SearchScreeningEvent
list movie schedule ,inscope,SearchScreeningEvent
play dj kentaro from the year 1994,inscope,PlayMusic
change my seat to an window seat for my flight on monday,oos,oos
add artist hex hector to my old school death metal playlist,inscope,AddToPlaylist
rate the current saga a five,inscope,RateBook
give 0 stars to this textbook,inscope,RateBook
i d like the weather forecast for albania,inscope,GetWeather
generate a list of 20 songs that include the word love in the title,oos,oos
i want to know the temperate from january the twentieth in brazil,inscope,GetWeather
play some bass music ,inscope,PlayMusic
what s the weather close to cambodia at 05:44:13,inscope,GetWeather
find the love and war soundtrack,inscope,SearchCreativeWork
will there be a blizzard next friday close in tn,inscope,GetWeather
find boyish story,inscope,SearchCreativeWork
what does it mean if i dream of falling off a building,oos,oos
can you play fifties theme music by mohsen chavoshi,inscope,PlayMusic
can you please start the avatar movie for me,oos,oos
what is the weather close-by my current spot,inscope,GetWeather
book a restaurant for 8,inscope,BookRestaurant
is it chilly in nightmute,inscope,GetWeather
rate this book titled sombrero fallout: a japanese novel 0 points,inscope,RateBook
book a table for my great grandfather and i at a place in booker  ak ,inscope,BookRestaurant
i want to book a pizza restaurant close to astor place for nine at 3 am,inscope,BookRestaurant
add third stone from the sun to the concentración playlist  ,inscope,AddToPlaylist
get me a copy of a book on negotiation in the workplace,oos,oos
rate tragedy day a 4,inscope,RateBook
play humour,inscope,PlayMusic
how much snow will we get this week in massachusetts,inscope,GetWeather
tell me if it ll be colder next november in granite-steppe lands of buh,inscope,GetWeather
find the album future of the past,inscope,SearchCreativeWork
can you check my privacy online settting,oos,oos
play top 100 indie tracks on spotify on lastfm,inscope,PlayMusic
book a restaurant on next fall  for 5,inscope,BookRestaurant
play the greatest nicholaus arson concerto from around 2000,inscope,PlayMusic
add nina hagen to essential folk,inscope,AddToPlaylist
play some fun-punk,inscope,PlayMusic
i d like to add this whole album to the selektor ,inscope,AddToPlaylist
when it comes to dukes and the district of columbia  what will the weather be in one hour,inscope,GetWeather
i m craving mac and cheese  book a table at a portland mills  ks restaurant  i need it for one second from now,inscope,BookRestaurant
this saga is definitely worth 4 stars ,inscope,RateBook
